review_title,review_content,review_lem,polarite,content_length,rating
Très bon site mais tout n’est pas de qualité,"UPDATE du 30/06/2021: Nous avons installé l’un des lavabos que nous avions achetés, il y a deux mois environ, ce dernier est déjà abîmé alors qu’il n’est utilisé que depuis 1 mois (maison neuve) sur les deux mois d’installés. Je suis du coup plutôt déçue de ce lavabo qui plus est, est noir mais simplement peint en noir...donc je pense que dans le temps ça ne sera pas glorieux.24/07/2020: Très bon site, beaucoup de choix dans plusieurs styles différents. Notre commande comprenait plusieurs articles, l’un est arrivé abîmé.  J’ai fais directement une demande au service client qui a été réactif et très aimable. Je recommande Tikamoon !","['bon', 'qualité', 'update', 'installer', 'lavabo', 'acheter', 'deux', 'mois', 'environ', 'dernier', 'déj', 'alors', 'utiliser', 'depuis', 'mois', 'maison', 'neuf', 'deux', 'mois', 'installé', 'coup', 'pleuvoir', 'lavabo', 'noir', 'simplement', 'peindre', 'noir', 'donc', 'pense', 'temps', 'glorieux', 'bon', 'beaucoup', 'choix', 'plusieurs', 'style', 'différent', 'command', 'comprendre', 'plusieurs', 'article', 'arrivé', 'fai', 'directement', 'demande', 'service', 'client', 'réactif', 'aimable', 'recommander']",0.5795833333333333,639,0
Testé et validé,Tout s'est déroulé correctement pour mon achat tant au niveau du produit que de la livraison,"['tester', 'valider', 'dérouler', 'correctement', 'achat', 'tant', 'niveau', 'livraison']",0.61,92,0
Une belle découverte,Une belle découverte - jolie boutique pleine de beaux meubles sobres et design à un prix abordable. Un personnel disponible et à l'écoute qui connaît bien ses produits et qui sont de très bon conseil. Je recommande !!!,"['bel', 'découverte', 'bel', 'découverte', 'joli', 'boutiqu', 'pleine', 'beal', 'sobre', 'design', 'prix', 'abordable', 'personnel', 'disponible', 'écoute', 'conner', 'bien', 'produit', 'bon', 'conseil', 'recommand']",0.6932102272727272,218,0
Tout est ok de la commande à la…,Tout est ok de la commande à la livraison,"['command', 'command', 'livraison']",0.61,41,0
De vrais beaux meubles en bois massif…,"De vrais beaux meubles en bois massif de qualité, un service client attentif à la satisfaction du client...à quand les meubles de cuisine, j'en rêverais","['vrai', 'beal', 'bois', 'massif', 'vrai', 'beal', 'bois', 'massif', 'qualité', 'service', 'client', 'attentif', 'satisfaction', 'client', 'quand', 'cuisine', 'rêver']",0.685,152,0
Ravie de ma commande,Ravie de ma commande. Produits emballés avec soin. Mon buffet et mes chevets sont vraiment de très belle qualité. Le rendu est comme ce que j’avais vu sur le site.,"['ravie', 'command', 'ravie', 'command', 'produire', 'emballer', 'soin', 'buffet', 'chevet', 'vraiment', 'bel', 'qualité', 'rendre', 'comme']",0.85,163,0
"Commande conforme ,emballage tres…","Commande conforme ,emballage tres soignéLivraison dans les tempsSuivi par le vendeur du magasin Remerciements","['command', 'conforme', 'emballage', 'tre', 'command', 'conforme', 'emballage', 'tre', 'soignélivraison', 'tempssuivi', 'vendeur', 'magasin', 'remerciement']",0.5275,109,0
satisfait des services de Milliboo,Accueil en boutique efficace et aimable.Rapport qualité/prix bon.Livraison des marchandises en temps et en heure,"['satisfait', 'service', 'milliboo', 'accueil', 'boutique', 'efficace', 'aimable', 'rapport', 'qualité', 'prix', 'bon', 'livraison', 'marchandise', 'temps', 'heure']",0.7,112,0
Process peu rassurant pour une première.,"Un expérience particulière car une inquiétude est née très tôt dès la réception des premiers messages avec des sigles anormalement présents (des @ à la place de lettres), me faisant croire à une arnaque.J'ai contacté votre service qui m'a légèrement rassuré jusqu'à la réception de votre demande d'avis reçu avant tout autre message de réception de colis...Puis, la récupération des colis s'est bien effectuée.","['process', 'peu', 'rassurant', 'premier', 'expérience', 'particulier', 'car', 'inquiétude', 'naître', 'dès', 'réception', 'premier', 'message', 'sigle', 'anormalement', 'présent', 'place', 'lettre', 'faire', 'croire', 'arnaqu', 'contacter', 'service', 'légèrement', 'rassurer', 'jusqu', 'réception', 'demande', 'avi', 'avant', 'autre', 'message', 'réception', 'colis', 'pouvoir', 'récupération', 'colis', 'bien', 'effectuer']",0.5428571428571428,410,0
Très bonne expérience d’achat,"Très bonne expérience d’achat du service en magasin jusqu’à la livraison. Personnel charmant de bout en bout, au delà de la qualité du produit.","['bon', 'expérience', 'achat', 'bon', 'expérience', 'achat', 'service', 'magasin', 'jusqu', 'livraison', 'personnel', 'charmant', 'bout', 'bout', 'del', 'qualité']",0.75,143,0
Article de qualité et conforme à la…,Article de qualité et conforme à la photo. Très satisfaite.,"['article', 'qualité', 'conforme', 'article', 'qualité', 'conforme', 'photo', 'satisfait']",0.6833333333333333,59,0
Bonne expérience,"Site de Miliboo très bien fait, très clair et simple,avec une sécurité de paiement.Satisfaite de mon canapé scandinave, super  bien emballé,et livraison à  temps.Merci.","['bon', 'expérience', 'bien', 'faire', 'clair', 'simple', 'sécurité', 'paiement', 'satisfaire', 'canaper', 'scandinave', 'super', 'bien', 'emballer', 'livraison', 'temps', 'merci']",0.6575,168,0
Accueil et service parfait à la…,"Accueil et service parfait à la boutique de la Madeleine ( Paris)Livraison excellente : le jour choisi, créneau horaire respecté. Les livreurs étaient également sympathiques.Nous sommes ravis de ce premier achat: un lit gigogne","['accueil', 'service', 'parfaire', 'accueil', 'service', 'parfaire', 'boutique', 'madeleine', 'pari', 'livraison', 'excellent', 'jour', 'choisir', 'créneau', 'horaire', 'respecter', 'livreur', 'également', 'sympathique', 'ravir', 'premier', 'achat', 'lit', 'gigogne']",0.71,227,0
Le site est très lisible,"Le site est très lisible, il est agréable de s'y déplacer, passer commande est d'une simplicité enfantine. Les délais de livraison conforme aux attentes et la livraison qui s'est  parfaitement déroulé sont des plus non négligeables. Le buffet répond parfaitement à nos attentes il est arrivé dans un emballage très sécurisant qui montre le sérieux de l'entreprise.","['lisible', 'lisible', 'agréable', 'déplacer', 'passer', 'command', 'simplicité', 'enfantin', 'délai', 'livraison', 'conforme', 'attente', 'livraison', 'parfaitement', 'dérouler', 'négligeable', 'buffet', 'répondre', 'parfaitement', 'attente', 'arriver', 'emballage', 'sécuriser', 'montr', 'sérieux', 'entreprise']",0.6069090909090908,364,0
Très bon meuble,"Très bon meuble, facile à transporter et à monter","['bon', 'bon', 'facile', 'transporter', 'monter']",0.8175,49,0
Produit conforme,"Produit conforme, livraison rapide, merci","['conforme', 'conforme', 'livraison', 'rapide', 'merci']",0.625,41,0
Délais de commande et livraison…,Délais de commande et livraison correspondant au date donnée lors de la commande.Très bon rapport qualité/prixFacile à monté et installé.Je recommande en tant que professionnel.,"['délai', 'commande', 'livraison', 'délai', 'command', 'livraison', 'correspondre', 'date', 'donner', 'lors', 'command', 'bon', 'rapport', 'qualité', 'prixfacil', 'monter', 'installer', 'recommander', 'tant', 'professionnel']",0.65,177,0
Produit de qualité,"Produit de qualité, reçu dans des délais rapides.","['qualité', 'qualité', 'délai', 'rapide']",0.6875,49,0
Livraison rapide,Livraison rapide. Ravie de mon achat,"['livraison', 'rapide', 'livraison', 'rapide', 'ravie', 'achat']",0.675,36,0
Parfait,"Parfait, mais 150 euros pour livraison + . Un peut chère. Mais bon. .","['parfaire', 'parfaire', 'euro', 'livraison', 'pouvoir', 'cher', 'bon']",0.715,69,0
Superbe collection,Superbe collection. Qualité et beauté du bois. Merciiiii !,"['superbe', 'collection', 'superbe', 'collection', 'qualité', 'beauté', 'boi', 'merciiiii']",0.875,58,0
Tête de lit,"Très satisfait de ma tête de lit, bonne qualité.Prix corrects, choix, rapidité de livraison.Je recommande ce site 👍👍👍","['tête', 'lit', 'satisfaire', 'tête', 'lit', 'bon', 'qualité', 'prix', 'correct', 'choix', 'rapiditer', 'livraison', 'recommand']",0.7374999999999999,117,0
La livraison a été rapide,"La livraison a été rapide  , le lit est très beau et le montage facile. C est la troisième fois que nous commandons et nous sommes satisfaits à chaque fois.","['livraison', 'rapide', 'livraison', 'rapide', 'lit', 'beau', 'montage', 'facile', 'troisième', 'fois', 'commandon', 'satisfaire', 'chaque', 'fois']",0.692,156,0
Les articles correspondent exactement à…,Les articles correspondent exactement à mon attente. Belle qualité.,"['article', 'correspondre', 'exactement', 'article', 'correspondre', 'exactement', 'attente', 'bel', 'qualité']",0.8,67,0
Qualité au top et bonne expérience,"Bonjour,Nous avons acheté un canapé Lars 3 places chez vous, rien à redire quant à la qualité et le design des meubles. A voir la durabilité dans le temps bien évidemment mais en tout cas très heureux de notre achat.Rien à redire également concernant la possibilité de payer en plusieurs fois et étaler des paiements jusqu'à 24mois lorsque le coût est vraiment élevé pour certains meubles.Gros point en revanche à soulever et qui, je pense, sera suivi par bon nombre de clients commandant chez vous et qui ont été plus que déçus, c'est concernant votre contrat de sous-traitance avec Vir By JP. SVP faites remonter à votre direction de trouver un autre prestataire. C'est affligeant le manque de professionnalisme, politesse et respect de cette société de transport et de leurs livreurs. Votre image est associé à la société de livraison et je trouve que pour le parcours complet de l'acheteur, la livraison devrait apporter toute l’attention de votre direction. Personnellement je préférerais payer 10€ plus cher de livraison mais avoir une société de transport derrière qui est aimable, facilement joignable et professionnelle !","['qualité', 'top', 'bon', 'expérience', 'bonjour', 'acheter', 'canaper', 'lars', 'place', 'chez', 'rien', 'redir', 'quant', 'qualité', 'design', 'voir', 'durabilité', 'temps', 'bien', 'évidemment', 'cas', 'heureux', 'achat', 'rien', 'redire', 'également', 'concerner', 'possibilité', 'payer', 'plusieurs', 'fois', 'étaler', 'paiement', 'jusqu', 'mois', 'lorsque', 'vraiment', 'élevé', 'certain', 'gros', 'point', 'revanch', 'soulever', 'penser', 'suivre', 'bon', 'nombre', 'client', 'commandant', 'chez', 'concerner', 'contrat', 'sou', 'traitance', 'vir', 'svp', 'fait', 'remonter', 'direction', 'trouver', 'autre', 'prestataire', 'affliger', 'manqu', 'professionnalisme', 'politess', 'respect', 'ce', 'société', 'transport', 'leur', 'livreur', 'image', 'associer', 'société', 'livraison', 'trouve', 'parcour', 'complet', 'acheteur', 'livraison', 'devoir', 'apporter', 'tout', 'attention', 'direction', 'personnellement', 'préférer', 'payer', 'cher', 'livraison', 'avoir', 'société', 'transport', 'derrière', 'aimable', 'facilement', 'joignable', 'professionnel']",0.5954722222222222,1130,0
Deuxième achat sur le site,C’est le deuxième lit que je commande chez vous et j’en suis très contente à chaque fois Par contre le coût de la livraison à chaque fois et vraiment super conséquent c’est trop dommage Car sinon je commanderai plus souvent sur le site,"['deuxième', 'achat', 'deuxième', 'lit', 'commande', 'chez', 'content', 'chaque', 'fois', 'contre', 'livraison', 'chaque', 'fois', 'vraiment', 'super', 'conséquent', 'trop', 'dommage', 'car', 'sinon', 'commanderai', 'souvent']",0.6691666666666667,235,0
très bonne rencontre,"des articles intéressants, des délais raisonnables,une livraison impeccable.","['bon', 'rencontre', 'article', 'intéressant', 'délai', 'raisonnable', 'livraison', 'impeccable']",0.75,76,0
Prix attractifs,"Prix attractifs, livraison rapide, livreurs sympathiques, canapé super!","['prix', 'attractif', 'prix', 'attractif', 'livraison', 'rapide', 'livreur', 'sympathique', 'canaper', 'super']",0.8041666666666667,71,0
Très bonne expérience,"Très bonne expérience. Juste la notice de montage est vraiment pas très lisible et pas très détaillée. Mais sinon je recommande et moi même je commanderai à nouveau des meubles , c est sur et certain !!!","['bon', 'expérience', 'bon', 'expérience', 'juste', 'notice', 'montag', 'vraiment', 'lisible', 'détailler', 'sinon', 'recommander', 'commander', 'nouveau', 'certain']",0.633525390625,203,0
Une entreprise sérieuse,"Une entreprise sérieuse. Nous sommes à notre deuxième achat de canapé sur ce site.Nos premiers canapés ont été achetés sur le site il y a 6 ou 7 ans et ils sont encore comme neufs. Le cuir est très résistant et le finitions sont soignées.La livraison est très professionnelle, les canapés sont très bien emballés et les livreurs sérieux et aimables.Je recommande ce site et les produits qu’il vend.","['entreprise', 'sérieux', 'entreprise', 'sérieux', 'deuxième', 'achat', 'canaper', 'premier', 'canapé', 'acheter', 'an', 'encore', 'comme', 'neuf', 'cuir', 'résistant', 'finition', 'soigner', 'livraison', 'professionnel', 'canapé', 'bien', 'emballer', 'livreur', 'sérieux', 'aimable', 'recommand', 'produire', 'vendre']",0.606111111111111,398,0
Rapport qualité prix excellente.,"Rapport qualité prix excellente.Livraison très précise, je suis ravie Je recommande à 100%, je compte même refaire prochainement des achats sur Vente Unique","['rapport', 'qualité', 'prix', 'excellent', 'rapport', 'qualité', 'prix', 'excellent', 'livraison', 'préciser', 'ravie', 'recommander', 'compte', 'refair', 'prochainement', 'achat', 'vent', 'unique']",0.683,156,0
Bien,Très bien livraison rapide objets de bonnes qualités,"['bien', 'bien', 'livraison', 'rapide', 'objet', 'bon', 'qualité']",0.6749999999999999,52,0
Je recommande vraiment miliboo,"Rapide  , a temps , professionnel et efficace","['recommander', 'vraiment', 'rapide', 'temps', 'professionnel', 'efficace']",0.6583333333333333,45,0
Merci.,Service client à l'écoute et réactif. Meuble superbe. C'est mon 3e chez Tikamoon et il ne sera pas le dernier.,"['merci', 'service', 'client', 'écout', 'réactif', 'superbe', 'chez', 'dernier']",0.6775,110,0
Très réactif sur ma commande.,Très réactif sur ma commande.Produit conforme à mes attentes.,"['réactif', 'commande', 'réactif', 'command', 'conforme', 'attente']",0.5275,61,0
